,price,Volume,day_of_week,week_of_year,month_of_year,quarter_of_year,semester_of_year,lag_1_week,Vol_1_month,SMA20,SMA50,RSI,return
2018-06-27,260.2102966308594,8225.0,2,26,6,2,1,263.4407958984375,1771.0,261.3662536621094,256.796611328125,43.34355636227077,0.009716478852557664
2018-06-28,258.443603515625,2153.0,3,26,6,2,1,261.7508850097656,661.0,261.3689331054687,257.0381832885742,30.77643897439431,-0.006789481961740562
2018-06-29,259.26220703125,6171.0,4,26,6,2,1,262.41229248046875,1959.0,261.31651306152344,257.3129135131836,36.81418592693846,0.003167435775114802
2018-07-02,257.5198974609375,2718.0,0,27,7,3,2,256.5166931152344,51233.0,261.1348373413086,257.5561254882812,33.65626039003473,-0.006720260504850528
2018-07-03,258.9281921386719,662.0,1,27,7,3,2,257.706298828125,2856.0,261.0227416992187,257.797321472168,40.904672423209966,0.005468682970208194
2018-07-04,258.2030029296875,837.0,2,27,7,3,2,260.2102966308594,5537.0,260.89050750732423,258.0340295410156,35.768113250102815,-0.002800734840785468
2018-07-05,257.9538879394531,2240.0,3,27,7,3,2,258.443603515625,2112.0,260.7552062988281,258.3098751831055,38.80656096384848,-0.0009648028388817842
2018-07-06,259.2521057128906,1723.0,4,27,7,3,2,259.26220703125,1588.0,260.66345672607423,258.54715118408205,41.02098539987757,0.005032751333223562
2018-07-09,261.3066101074219,1603.0,0,28,7,3,2,257.5198974609375,3363.0,260.6300521850586,258.804577331543,67.40961102459326,0.007924735611623213
2018-07-10,262.63409423828125,844.0,1,28,7,3,2,258.9281921386719,1224.0,260.6590576171875,259.070495300293,67.73301529567837,0.005080178149009074
2018-07-11,260.6913146972656,871.0,2,28,7,3,2,258.2030029296875,2151.0,260.5597778320313,259.2870657348633,51.80383701608141,-0.007397286124066538
2018-07-12,262.6404113769531,697.0,3,28,7,3,2,257.9538879394531,1776.0,260.4290435791016,259.60384185791014,65.52579824286093,0.007476646016960409
2018-07-13,263.9359130859375,1771.0,4,28,7,3,2,259.2521057128906,1744.0,260.43811492919923,259.86339599609374,66.70076291259002,0.004932606152238339
2018-07-16,262.79150390625,2500.0,0,29,7,3,2,261.3066101074219,1680.0,260.3971649169922,260.05894592285154,69.67811461926482,-0.004335935819824832
2018-07-17,263.66558837890625,1258.0,1,29,7,3,2,262.63409423828125,2322.0,260.4632797241211,260.26506774902344,68.41856723515635,0.003326151948078504
2018-07-18,265.4822998046875,1110.0,2,29,7,3,2,260.6913146972656,2040.0,260.5653549194336,260.4868438720703,76.08710868462036,0.006890210576779854
