Close_CW8.PA,High_CW8.PA,Low_CW8.PA,Open_CW8.PA,Volume_CW8.PA,dat
253.1950989,253.3063049,251.3468018,251.5899963,1067,11/23/2018
255.2200012,255.6661072,254.1300049,254.2599945,705,11/26/2018
256.4190063,257.1026001,254.6201019,257.1026001,2808,11/27/2018
257.8113098,258.4317017,257.2056885,258.0100098,1321,11/28/2018
259.0350037,259.57901,258.3778992,259.57901,447,11/29/2018
260.2720032,260.5603943,258.463501,259.4500122,516,11/30/2018
263.3999939,266.2099915,263.3970947,265.9200134,1665,12/3/2018
261.7937012,262.8240051,261.6307983,262.6900024,902,12/4/2018
257.6408997,258.6022949,257.4028015,257.8891907,11449,12/5/2018
249.4981995,255,248.6006927,255,3293,12/6/2018
251.1748047,255.6446075,251.1748047,253.1770935,1043,12/7/2018
246.1000061,249.5151062,245.4358063,248.8999939,9193,12/10/2018
251.571106,253.6244965,249.0998993,249.6515961,5032,12/11/2018
253.8560028,254.4192047,251.9100037,252.0500031,4987,12/12/2018
252.6526031,253.8298035,252,253.8108063,822,12/13/2018
251.0485992,252,249.7465973,250.1911926,1126,12/14/2018
247.8759003,249.5,245.8000031,249.3999939,1063,12/17/2018
244.5052948,245.9994965,244.052002,244.9803009,2659,12/18/2018
244.157196,244.6600037,243.3000031,243.6907959,1070,12/19/2018
237.733902,239.5419006,237.5800018,238.3000031,4651,12/20/2018
236.8818054,239.0765076,235.6103973,236.5,2013,12/21/2018
236.8818054,236.8818054,236.8818054,236.8818054,0,12/24/2018
233.6042938,237.9252014,231.4394989,236.8500061,3057,12/27/2018
237.5520935,239.3134003,236.5,236.7698975,819,12/28/2018
240.7200012,240.8258972,239,240,585,12/31/2018
240.4199982,240.4199982,233.6499939,236.8798981,1461,1/2/2019
236.6174927,239.406601,235.6340942,238.3728027,14664,1/3/2019
241.7299957,242.4575043,237.4747925,238.4421997,1556,1/4/2019
243.4268036,243.4268036,241.6999969,243.4100037,1424,1/7/2019
244.3150024,247.5399017,244.3150024,244.5944061,1413,1/8/2019
245.7353058,247.378006,245,246.3825073,1746,1/9/2019
246.6349945,246.6349945,243.4403076,244.0133972,555,1/10/2019
247.210495,247.2852936,245.8585968,246.9671021,651,1/11/2019
246.7042999,247.0249023,245.6759949,246,664,1/14/2019
249.3536987,249.3536987,247.3500061,248.1000061,751,1/15/2019
251.2151031,251.3704071,249.8999939,250.7200012,895,1/16/2019
251.3748932,251.3748932,249.1889038,249.7799988,870,1/17/2019
256.1231995,256.1231995,252.9584045,253.5556946,1890,1/18/2019
255.3294983,255.5883942,254.5099945,255.4136047,1196,1/21/2019
253.9384003,254.9954987,253.5,254.8921967,1148,1/22/2019
252.460907,254.5258942,252.2924042,252.5574951,935,1/23/2019
253.8291931,254.4185944,252.7984924,253.1000061,905,1/24/2019
255.4031067,255.923996,255.1163025,255.7136993,438,1/25/2019
252.1678009,254.5484924,252,254.5484924,3030,1/28/2019
253.0278015,254.1286926,252.0200043,252.0200043,1358,1/29/2019
255.0016937,255.0016937,253.4799957,253.4799957,2276,1/30/2019
257.1001892,257.1001892,254.8818054,256,9381,1/31/2019
257.3746033,258.2854004,256.4856873,257.9500122,2102,2/1/2019
258.5314026,258.5625,257.3344116,258.3234863,1442,2/4/2019
261.2200012,261.6791992,259.4200134,259.4200134,1785,2/5/2019
261.7583008,262,261,261.5628967,995,2/6/2019
258.3977966,261.944397,258.3977966,261.5479126,2569,2/7/2019
258.0119934,259.7872009,257.7366943,258.8099976,1723,2/8/2019
260.8597107,261.3248901,259.8952942,259.8952942,604,2/11/2019
262.7681885,263.139801,262.2735901,262.2900085,1000,2/12/2019
264.283905,265.1000061,263.4718018,264.2247925,1249,2/13/2019
263.5690002,266.1404114,263.2076111,266.1404114,1101,2/14/2019
