Date,Close_CW8.PA,High_CW8.PA,Low_CW8.PA,Open_CW8.PA,Volume_CW8.PA
2018-04-18,246.36500549316406,246.36500549316406,245.60650634765625,246.043701171875,309
2018-04-19,245.52569580078125,246.0843048095703,245.11590576171875,246.0843048095703,362
2018-04-20,245.3592987060547,246.422607421875,245.09609985351562,245.42820739746094,814
2018-04-23,246.86839294433594,246.96209716796875,245.0,245.22000122070312,296
2018-04-24,246.3675994873047,247.80039978027344,245.92349243164062,246.79910278320312,916
2018-04-25,244.16160583496094,244.5876007080078,242.89999389648438,243.91470336914062,806
2018-04-26,247.3883056640625,247.89999389648438,244.47149658203125,244.47149658203125,5469
2018-04-27,248.435302734375,249.227294921875,247.6999969482422,248.72000122070312,587
2018-04-30,249.33819580078125,249.99000549316406,248.8000030517578,248.83909606933594,784
2018-05-02,249.86279296875,250.0500030517578,249.02650451660156,249.52999877929688,7064
2018-05-03,246.80160522460938,248.85760498046875,246.4700927734375,248.7913055419922,344
2018-05-04,250.9582061767578,251.0019073486328,247.82069396972656,248.74639892578125,1047
2018-05-07,253.01400756835938,253.36940002441406,251.78550720214844,251.78550720214844,815
2018-05-08,253.3594970703125,253.6273956298828,252.39430236816406,252.59950256347656,1556
2018-05-09,254.39349365234375,254.8166046142578,253.8542022705078,254.16619873046875,720
2018-05-10,256.3710021972656,256.5331115722656,254.94760131835938,255.89849853515625,817
2018-05-11,256.6422119140625,257.0028991699219,256.0249938964844,257.0028991699219,5314
2018-05-14,256.87799072265625,257.29998779296875,256.07611083984375,257.1499938964844,533
2018-05-15,256.75970458984375,257.6758117675781,256.51458740234375,256.5617980957031,605
2018-05-16,258.6482849121094,258.80999755859375,257.18701171875,257.39349365234375,26867
2018-05-17,259.77679443359375,260.0,258.1936950683594,258.630615234375,50634
2018-05-18,259.19390869140625,259.79998779296875,258.69500732421875,258.8734130859375,590
2018-05-21,260.5006103515625,261.29998779296875,260.1962890625,260.5602111816406,2229
2018-05-22,260.7073974609375,261.26409912109375,259.8870849609375,260.7944030761719,1125
2018-05-23,259.652587890625,260.12701416015625,258.9119873046875,260.12701416015625,603
2018-05-24,258.8941955566406,260.7879943847656,258.3976135253906,260.22698974609375,294
2018-05-25,260.327392578125,260.8418884277344,259.9468994140625,260.404296875,687
2018-05-28,260.84320068359375,261.0,260.54180908203125,260.6322021484375,614
2018-05-29,259.7481994628906,260.2893981933594,259.1492004394531,260.2893981933594,2709
2018-05-30,259.3630065917969,259.9595031738281,258.50079345703125,259.17401123046875,1771
2018-05-31,258.3900146484375,259.9242858886719,257.8440856933594,259.7330017089844,661
2018-06-01,260.31060791015625,260.7535095214844,258.6499938964844,258.70208740234375,1959
2018-06-04,261.1534118652344,261.45001220703125,260.2755126953125,261.45001220703125,51233
2018-06-05,261.17010498046875,262.3341064453125,260.7710876464844,260.83349609375,2856
2018-06-06,260.8476867675781,261.06170654296875,259.5075988769531,261.05999755859375,5537
2018-06-07,260.659912109375,261.6250915527344,260.3555908203125,261.39599609375,2112
2018-06-08,261.08709716796875,261.2124938964844,259.70001220703125,260.4100036621094,1588
2018-06-11,261.9747009277344,261.9747009277344,261.1264953613281,261.1264953613281,3363
2018-06-12,262.0539855957031,262.90399169921875,261.714599609375,262.90399169921875,1224
2018-06-13,262.6769104003906,263.1575927734375,262.5714111328125,262.79998779296875,2151
2018-06-14,265.2550964355469,265.9378967285156,260.03619384765625,260.45001220703125,1776
2018-06-15,263.7544860839844,266.7925109863281,263.7544860839844,266.5387878417969,1744
2018-06-18,263.6105041503906,264.6932067871094,262.6741943359375,264.489990234375,1680
2018-06-19,262.3432922363281,262.7742919921875,260.66839599609375,261.2643127441406,2322
2018-06-20,263.4407958984375,264.5618896484375,263.25439453125,264.2204895019531,2040
2018-06-21,261.7508850097656,264.64581298828125,261.0,264.64581298828125,1146
2018-06-22,262.41229248046875,262.41949462890625,261.3804016113281,261.3804016113281,522
2018-06-25,256.5166931152344,262.4200134277344,256.5166931152344,262.4200134277344,2771
2018-06-26,257.706298828125,258.2666931152344,257.30230712890625,257.6911926269531,2934
2018-06-27,260.2102966308594,261.1496887207031,256.8100891113281,257.9065856933594,8225
2018-06-28,258.443603515625,259.69659423828125,257.0,259.4898986816406,2153
2018-06-29,259.26220703125,260.05419921875,258.79998779296875,259.4700927734375,6171
2018-07-02,257.5198974609375,257.9281921386719,256.37640380859375,256.5649108886719,2718
2018-07-03,258.9281921386719,259.466796875,258.0,258.39959716796875,662
2018-07-04,258.2030029296875,258.64630126953125,257.54998779296875,257.64910888671875,837
2018-07-05,257.9538879394531,258.68890380859375,257.12701416015625,257.1487121582031,2240
2018-07-06,259.2521057128906,259.2521057128906,257.5299987792969,258.6050109863281,1723
2018-07-09,261.3066101074219,261.5422058105469,260.05120849609375,260.69000244140625,1603
2018-07-10,262.63409423828125,263.1637878417969,261.8045959472656,262.0942077636719,844
2018-07-11,260.6913146972656,261.3783874511719,260.0003967285156,260.7699890136719,871
2018-07-12,262.6404113769531,263.0918884277344,261.4031066894531,261.7300109863281,697
2018-07-13,263.9359130859375,264.8774108886719,263.8705139160156,264.5115966796875,1771
2018-07-16,262.79150390625,263.8493957519531,262.6380920410156,263.7002868652344,2500
2018-07-17,263.66558837890625,263.7596130371094,261.9630126953125,261.9630126953125,1258
2018-07-18,265.4822998046875,265.6711120605469,264.69171142578125,265.00518798828125,1110
2018-07-19,265.5609130859375,265.9114074707031,265.0,265.59991455078125,1342
2018-07-20,263.96148681640625,264.7715148925781,263.0,264.6099853515625,1740
2018-07-23,263.5119934082031,263.88800048828125,262.5282897949219,263.0058898925781,1485
2018-07-24,265.5704040527344,266.0,264.5754089355469,265.0140075683594,842
2018-07-25,265.85308837890625,265.85308837890625,265.0,265.4100036621094,1930
2018-07-26,267.826904296875,268.0,266.0,266.3662109375,2945
2018-07-27,267.91351318359375,269.0421142578125,267.8299865722656,268.0718994140625,1539
2018-07-30,265.0783996582031,266.3431091308594,265.0783996582031,266.20941162109375,962
2018-07-31,265.45001220703125,265.67529296875,264.16558837890625,264.5802917480469,9715
2018-08-01,265.693115234375,266.45849609375,265.4053955078125,266.45849609375,1026
2018-08-02,265.9407043457031,265.9407043457031,264.4751892089844,265.2200012207031,5788
2018-08-03,267.8330078125,268.1683044433594,267.0429992675781,267.06451416015625,2388
2018-08-06,268.9742126464844,269.6730041503906,268.506591796875,268.908203125,3660
2018-08-07,269.91650390625,270.1849060058594,269.6091003417969,269.9129943847656,1555
2018-08-08,269.5242004394531,269.951904296875,269.0,269.20001220703125,391
2018-08-09,270.3027038574219,270.48419189453125,269.21258544921875,269.4527893066406,2197
2018-08-10,270.8608093261719,270.8608093261719,269.81689453125,270.4034118652344,490
2018-08-13,270.09130859375,270.79998779296875,269.70001220703125,270.79998779296875,974
2018-08-14,271.4403076171875,271.68218994140625,270.3016052246094,270.5303039550781,430
2018-08-15,269.1672058105469,271.95001220703125,268.5,271.8135986328125,487
2018-08-16,270.5701904296875,270.5701904296875,269.49749755859375,269.8664855957031,342
2018-08-17,270.0898132324219,270.9495849609375,269.29998779296875,270.9495849609375,951
2018-08-20,270.9042053222656,271.72039794921875,270.83441162109375,271.1199951171875,2244
2018-08-21,270.1676025390625,270.5945129394531,269.6499938964844,269.706787109375,1377
2018-08-22,269.0469055175781,269.1116027832031,267.9208984375,268.6878967285156,1734
2018-08-23,268.4075012207031,269.5389099121094,268.3999938964844,269.0,1104
2018-08-24,268.81219482421875,269.17120361328125,268.1976013183594,268.8887023925781,698
2018-08-27,270.04888916015625,270.510009765625,269.6903991699219,270.3399963378906,1671
2018-08-28,269.3962097167969,270.29278564453125,269.3800964355469,270.29278564453125,1486
2018-08-29,270.8882141113281,270.8882141113281,270.0,270.6282043457031,1357
2018-08-30,270.8161926269531,271.1462097167969,269.9963073730469,270.3276062011719,1821
2018-08-31,270.77801513671875,270.77801513671875,269.45819091796875,270.0555114746094,1474
2018-09-03,270.88861083984375,271.3218078613281,270.40478515625,271.0,942
2018-09-04,270.2164001464844,271.8999938964844,270.0,271.8999938964844,564
2018-09-05,267.2106018066406,269.4635925292969,267.10009765625,269.43359375,1708
2018-09-06,266.4808044433594,268.0,266.0,267.1499938964844,8273
2018-09-07,267.5567932128906,267.5567932128906,265.7969055175781,266.4678955078125,2361
2018-09-10,267.27630615234375,268.20208740234375,266.8500061035156,268.0,8823
2018-09-11,267.58428955078125,267.72369384765625,266.0,267.3304138183594,5667
2018-09-12,267.87548828125,269.0461120605469,267.1099853515625,268.4266052246094,1216
2018-09-13,267.6664123535156,268.8999938964844,267.5743103027344,268.1600036621094,570
2018-09-14,269.06390380859375,269.0884094238281,268.2366027832031,268.5299987792969,1963
2018-09-17,268.2961120605469,269.381591796875,268.0,269.1933898925781,1573
2018-09-18,269.3215026855469,269.3215026855469,267.70001220703125,268.0472106933594,2362
2018-09-19,270.07818603515625,270.4143981933594,269.0209045410156,269.8630065917969,3167
2018-09-20,270.2076110839844,270.2076110839844,269.5,270.03289794921875,2590
2018-09-21,271.31829833984375,271.3893127441406,270.5076904296875,270.61810302734375,2148
2018-09-24,269.25360107421875,270.489990234375,268.9010925292969,270.489990234375,1075
2018-09-25,270.1242980957031,270.7398986816406,269.5,270.2864074707031,877
2018-09-26,270.7453918457031,270.8800048828125,270.1015930175781,270.3999938964844,2642
2018-09-27,272.2987060546875,272.52899169921875,269.8778076171875,270.5495910644531,2750
2018-09-28,272.323486328125,272.9960021972656,272.0,272.4833984375,1546
2018-10-01,274.56329345703125,274.56329345703125,273.4482116699219,273.45001220703125,1635
2018-10-02,273.6575012207031,274.0931091308594,273.4078063964844,273.7300109863281,1394
2018-10-03,274.9713134765625,275.1252136230469,273.5,273.72320556640625,1702
2018-10-04,272.1028137207031,274.3109130859375,271.68560791015625,274.2218017578125,5525
2018-10-05,270.5775146484375,272.3670959472656,270.5775146484375,272.3670959472656,2116
2018-10-08,269.4136047363281,270.72259521484375,269.4136047363281,270.3529968261719,1569
2018-10-09,270.44830322265625,270.76849365234375,269.29998779296875,270.2914123535156,1426
2018-10-10,264.70001220703125,269.9652099609375,264.70001220703125,269.92620849609375,3081
2018-10-11,257.63909912109375,260.3772888183594,256.68670654296875,258.8526916503906,2895
2018-10-12,257.698486328125,259.5812072753906,257.698486328125,258.9678039550781,2209
2018-10-15,257.8398132324219,257.8398132324219,255.50010681152344,257.1294860839844,2894
2018-10-16,260.45941162109375,260.45941162109375,257.162109375,257.32550048828125,1156
2018-10-17,261.2950134277344,263.1059875488281,260.2900085449219,263.1059875488281,1557
2018-10-18,260.44000244140625,262.9877014160156,260.44000244140625,262.489990234375,3046
2018-10-19,260.81500244140625,262.0080871582031,260.20001220703125,261.3584899902344,1275
2018-10-22,259.36468505859375,260.79998779296875,258.8999938964844,260.05828857421875,1130
2018-10-23,254.4199981689453,256.57000732421875,253.51339721679688,255.72000122070312,2508
2018-10-24,255.3939971923828,259.0,255.3939971923828,255.68679809570312,949
2018-10-25,255.9281005859375,255.9281005859375,251.7100067138672,252.210205078125,3571
2018-10-26,252.47610473632812,253.16439819335938,249.3791046142578,253.14169311523438,1508
2018-10-29,253.4152069091797,256.36749267578125,253.2042999267578,253.27000427246094,5170
2018-10-30,252.65240478515625,253.55050659179688,250.82040405273438,252.99000549316406,4441
2018-10-31,258.7508850097656,259.9599914550781,256.5199890136719,256.8794860839844,3504
2018-11-01,258.7550048828125,259.1300048828125,257.0,257.8900146484375,835
2018-11-02,258.2921142578125,261.5198974609375,258.2921142578125,261.4100036621094,5167
2018-11-05,258.6326904296875,259.7998962402344,258.20001220703125,258.5199890136719,1427
2018-11-06,259.5845031738281,260.21051025390625,258.3299865722656,259.7182922363281,1481
2018-11-07,262.3349914550781,262.41680908203125,260.7799987792969,260.7799987792969,937
2018-11-08,264.5010070800781,265.0841064453125,263.8299865722656,264.5199890136719,1434
2018-11-09,263.4721984863281,264.5799865722656,262.7401123046875,264.5799865722656,1168
2018-11-12,261.4179992675781,265.80999755859375,261.4179992675781,265.80999755859375,2656
2018-11-13,262.1164855957031,262.980712890625,260.0,262.2099914550781,1986
2018-11-14,258.95001220703125,261.9190979003906,258.95001220703125,259.6907958984375,1251
2018-11-15,257.84869384765625,259.04998779296875,255.77999877929688,259.04998779296875,1826
