Date,Close_CW8.PA,High_CW8.PA,Low_CW8.PA,Open_CW8.PA,Volume_CW8.PA
2018-11-16,257.63629150390625,259.489990234375,256.3999938964844,259.489990234375,1424
2018-11-19,255.16769409179688,259.2633056640625,255.0220947265625,259.1011047363281,2049
2018-11-20,251.5,253.6147003173828,250.5,253.39439392089844,1129
2018-11-21,253.8769073486328,253.9696044921875,251.82040405273438,252.0,1157
2018-11-22,250.97500610351562,252.75999450683594,250.89999389648438,252.75999450683594,1052
2018-11-23,253.19509887695312,253.30630493164062,251.3468017578125,251.58999633789062,1067
2018-11-26,255.22000122070312,255.66610717773438,254.1300048828125,254.25999450683594,705
2018-11-27,256.41900634765625,257.10260009765625,254.62010192871094,257.10260009765625,2808
2018-11-28,257.8113098144531,258.43170166015625,257.2056884765625,258.010009765625,1321
2018-11-29,259.0350036621094,259.5790100097656,258.3778991699219,259.5790100097656,447
2018-11-30,260.2720031738281,260.5603942871094,258.4635009765625,259.45001220703125,516
2018-12-03,263.3999938964844,266.2099914550781,263.3970947265625,265.9200134277344,1665
2018-12-04,261.793701171875,262.8240051269531,261.63079833984375,262.69000244140625,902
2018-12-05,257.6408996582031,258.602294921875,257.4028015136719,257.8891906738281,11449
2018-12-06,249.49819946289062,255.0,248.60069274902344,255.0,3293
2018-12-07,251.1748046875,255.6446075439453,251.1748046875,253.17709350585938,1043
2018-12-10,246.10000610351562,249.51510620117188,245.43580627441406,248.89999389648438,9193
2018-12-11,251.57110595703125,253.62449645996094,249.0998992919922,249.65159606933594,5032
2018-12-12,253.8560028076172,254.41920471191406,251.91000366210938,252.0500030517578,4987
2018-12-13,252.65260314941406,253.82980346679688,252.0,253.81080627441406,822
2018-12-14,251.04859924316406,252.0,249.74659729003906,250.19119262695312,1126
2018-12-17,247.8759002685547,249.5,245.8000030517578,249.39999389648438,1063
2018-12-18,244.5052947998047,245.99949645996094,244.052001953125,244.9803009033203,2659
2018-12-19,244.15719604492188,244.66000366210938,243.3000030517578,243.6907958984375,1070
2018-12-20,237.73390197753906,239.54190063476562,237.5800018310547,238.3000030517578,4651
2018-12-21,236.88180541992188,239.07650756835938,235.6103973388672,236.5,2013
2018-12-24,236.88180541992188,236.88180541992188,236.88180541992188,236.88180541992188,0
2018-12-27,233.6042938232422,237.92520141601562,231.4394989013672,236.85000610351562,3057
2018-12-28,237.55209350585938,239.3134002685547,236.5,236.7698974609375,819
2018-12-31,240.72000122070312,240.82589721679688,239.0,240.0,585
2019-01-02,240.4199981689453,240.4199981689453,233.64999389648438,236.87989807128906,1461
2019-01-03,236.61749267578125,239.40660095214844,235.63409423828125,238.372802734375,14664
2019-01-04,241.72999572753906,242.45750427246094,237.47479248046875,238.44219970703125,1556
2019-01-07,243.4268035888672,243.4268035888672,241.6999969482422,243.41000366210938,1424
2019-01-08,244.31500244140625,247.53990173339844,244.31500244140625,244.5944061279297,1413
2019-01-09,245.7353057861328,247.3780059814453,245.0,246.38250732421875,1746
2019-01-10,246.63499450683594,246.63499450683594,243.4403076171875,244.01339721679688,555
2019-01-11,247.2104949951172,247.28529357910156,245.8585968017578,246.96710205078125,651
2019-01-14,246.7042999267578,247.02490234375,245.67599487304688,246.0,664
2019-01-15,249.35369873046875,249.35369873046875,247.35000610351562,248.10000610351562,751
2019-01-16,251.21510314941406,251.3704071044922,249.89999389648438,250.72000122070312,895
2019-01-17,251.37489318847656,251.37489318847656,249.18890380859375,249.77999877929688,870
2019-01-18,256.1231994628906,256.1231994628906,252.95840454101562,253.55569458007812,1890
2019-01-21,255.32949829101562,255.58839416503906,254.50999450683594,255.41360473632812,1196
2019-01-22,253.9384002685547,254.99549865722656,253.5,254.89219665527344,1148
2019-01-23,252.46090698242188,254.52589416503906,252.2924041748047,252.5574951171875,935
2019-01-24,253.82919311523438,254.41859436035156,252.79849243164062,253.10000610351562,905
2019-01-25,255.40310668945312,255.9239959716797,255.11630249023438,255.7136993408203,438
2019-01-28,252.1678009033203,254.54849243164062,252.0,254.54849243164062,3030
2019-01-29,253.02780151367188,254.12869262695312,252.02000427246094,252.02000427246094,1358
2019-01-30,255.00169372558594,255.00169372558594,253.47999572753906,253.47999572753906,2276
2019-01-31,257.1001892089844,257.1001892089844,254.88180541992188,256.0,9381
2019-02-01,257.3746032714844,258.285400390625,256.4856872558594,257.95001220703125,2102
2019-02-04,258.5314025878906,258.5625,257.33441162109375,258.323486328125,1442
2019-02-05,261.2200012207031,261.67919921875,259.4200134277344,259.4200134277344,1785
2019-02-06,261.75830078125,262.0,261.0,261.5628967285156,995
2019-02-07,258.3977966308594,261.94439697265625,258.3977966308594,261.54791259765625,2569
2019-02-08,258.0119934082031,259.7872009277344,257.7366943359375,258.80999755859375,1723
2019-02-11,260.8597106933594,261.32489013671875,259.8952941894531,259.8952941894531,604
2019-02-12,262.7681884765625,263.1398010253906,262.2735900878906,262.2900085449219,1000
2019-02-13,264.2839050292969,265.1000061035156,263.4718017578125,264.22479248046875,1249
2019-02-14,263.5690002441406,266.1404113769531,263.2076110839844,266.1404113769531,1101
2019-02-15,266.9256896972656,267.1300048828125,263.04180908203125,263.04998779296875,1014
2019-02-18,266.6241149902344,267.3399963378906,266.260498046875,266.9800109863281,617
2019-02-19,266.75,267.0,266.0,267.0,7162
2019-02-20,266.91778564453125,267.3500061035156,266.04998779296875,266.5,2535
2019-02-21,266.9898986816406,268.0,265.85211181640625,268.0,1416
2019-02-22,268.0050048828125,268.0050048828125,266.3900146484375,266.7200012207031,873
2019-02-25,269.2430114746094,269.547607421875,268.6000061035156,269.05999755859375,4181
2019-02-26,268.53759765625,268.73809814453125,267.03741455078125,267.79998779296875,1090
2019-02-27,267.3150939941406,267.50189208984375,266.4432067871094,267.17999267578125,4956
2019-02-28,267.2569885253906,267.6601867675781,266.3750915527344,266.7200012207031,1407
2019-03-01,267.81280517578125,269.0296936035156,267.5616149902344,268.30999755859375,7803
2019-03-04,268.8623962402344,270.368408203125,268.8623962402344,270.1498107910156,4734
2019-03-05,269.4457092285156,269.4457092285156,268.0,268.7200012207031,3466
2019-03-06,268.0982971191406,269.34429931640625,267.86590576171875,269.0286865234375,2048
2019-03-07,267.9208068847656,268.7038879394531,266.80999755859375,267.0,994
2019-03-08,265.05999755859375,266.974609375,264.7290954589844,266.5115966796875,3088
2019-03-11,268.92999267578125,269.0,266.2403869628906,266.94000244140625,3749
2019-03-12,269.0447998046875,269.7825012207031,268.8760070800781,269.7792053222656,2174
2019-03-13,270.4443054199219,270.8481140136719,268.8833923339844,269.04998779296875,1128
2019-03-14,270.9587097167969,271.05389404296875,270.0,270.3399963378906,2519
2019-03-15,272.0,272.0,270.4999084472656,271.16119384765625,2517
2019-03-18,271.9433898925781,272.3367919921875,271.44610595703125,271.7951965332031,3279
2019-03-19,273.70001220703125,273.92401123046875,271.8500061035156,271.8500061035156,2974
2019-03-20,270.70001220703125,272.5824890136719,270.70001220703125,272.3197937011719,1561
2019-03-21,272.62359619140625,273.01031494140625,269.3976135253906,269.9849853515625,920
2019-03-22,270.64691162109375,273.74530029296875,270.54998779296875,272.9599914550781,1264
2019-03-25,269.08489990234375,269.7583923339844,268.25640869140625,269.1418151855469,3497
2019-03-26,271.5172119140625,272.5,270.0,270.0,6596
2019-03-27,271.4100036621094,273.1000061035156,270.52520751953125,273.1000061035156,1118
2019-03-28,272.1163024902344,273.1600036621094,271.6581115722656,271.71978759765625,884
2019-03-29,274.0,274.2018127441406,273.18310546875,273.5,1096
2019-04-01,277.25,277.3395080566406,275.0000915527344,276.0,2072
2019-04-02,278.0638122558594,278.42041015625,277.5,277.6400146484375,1780
2019-04-03,279.44989013671875,279.5491027832031,278.3565979003906,278.8999938964844,5910
2019-04-04,278.69659423828125,279.2806091308594,278.1632995605469,278.4132080078125,2553
2019-04-05,279.9671936035156,280.2948913574219,278.95001220703125,279.2373046875,1712
2019-04-08,278.9718933105469,279.6719055175781,278.17529296875,279.6600036621094,1732
2019-04-09,277.6034851074219,279.3660888671875,277.3800048828125,279.3660888671875,9924
2019-04-10,278.2218933105469,278.7710876464844,277.8305969238281,277.88189697265625,1228
2019-04-11,278.66571044921875,279.055908203125,277.7196044921875,278.6455078125,4222
2019-04-12,278.70330810546875,279.2029113769531,278.0,278.1000061035156,3193
2019-04-15,279.019287109375,279.57000732421875,278.5899963378906,279.5155029296875,1380
2019-04-16,280.2821960449219,280.539794921875,279.49420166015625,279.49420166015625,2702
2019-04-17,279.33740234375,280.79998779296875,279.2958068847656,279.91668701171875,1510
2019-04-18,280.57000732421875,281.1095886230469,278.7401123046875,278.9632873535156,5633
2019-04-23,283.3822937011719,283.5,280.5646057128906,280.989990234375,3839
2019-04-24,283.6062927246094,283.7882995605469,282.78369140625,283.1394958496094,1050
2019-04-25,284.25189208984375,284.70001220703125,282.9659118652344,284.1588134765625,1942
2019-04-26,284.3717956542969,284.3717956542969,283.29998779296875,283.760009765625,2346
2019-04-29,285.2554931640625,285.5,284.3999938964844,284.5,9386
2019-04-30,283.6142883300781,284.5203857421875,283.0386047363281,284.4111022949219,1808
2019-05-02,282.489013671875,283.84710693359375,282.489013671875,283.58221435546875,1911
2019-05-03,284.5486145019531,284.7951965332031,283.16241455078125,283.5636901855469,1013
2019-05-06,282.09539794921875,282.2200012207031,279.551513671875,280.19000244140625,8815
2019-05-07,279.551513671875,282.83319091796875,279.0398864746094,282.7214050292969,2661
2019-05-08,278.86279296875,279.7016906738281,277.25,279.1755065917969,1097
2019-05-09,274.00408935546875,277.4610900878906,273.70001220703125,277.152099609375,1880
2019-05-10,273.2185974121094,277.2062072753906,272.8163146972656,276.7025146484375,23958
2019-05-13,271.5343933105469,275.3116149902344,270.8158874511719,275.3116149902344,4052
2019-05-14,274.74969482421875,275.314208984375,271.8399963378906,272.0647888183594,5300
2019-05-15,275.87249755859375,275.8788146972656,273.06988525390625,275.14208984375,991
2019-05-16,279.7892150878906,279.8641052246094,275.0,275.5721130371094,1238
2019-05-17,279.2062072753906,279.5456848144531,276.8511047363281,278.33880615234375,1844
2019-05-20,276.41558837890625,278.8403015136719,275.3236999511719,278.6393127441406,1991
2019-05-21,277.9761047363281,278.23760986328125,276.86871337890625,277.5263977050781,2557
2019-05-22,277.6404113769531,278.0603942871094,276.3486022949219,277.6968078613281,3358
2019-05-23,273.8634033203125,276.6199035644531,273.75,276.2637023925781,1703
2019-05-24,274.1513977050781,275.3782958984375,273.5660095214844,274.6597900390625,1000
2019-05-27,275.0,275.6028137207031,274.6205139160156,275.1387939453125,2349
2019-05-28,274.6481018066406,275.7322998046875,274.19989013671875,275.5852966308594,5069
2019-05-29,271.4219970703125,272.30230712890625,271.3548889160156,272.30230712890625,7871
2019-05-30,272.0928039550781,273.38958740234375,272.0928039550781,272.4100036621094,1216
2019-05-31,270.0736083984375,270.0736083984375,268.5,270.05999755859375,9171
2019-06-03,268.5072021484375,268.8775939941406,266.81781005859375,267.73760986328125,2524
2019-06-04,270.37548828125,270.37548828125,266.23919677734375,266.3891906738281,3251
2019-06-05,272.2981872558594,273.1112060546875,270.9999084472656,271.4516906738281,5323
2019-06-06,272.92498779296875,274.80120849609375,272.29998779296875,273.7218017578125,2604
2019-06-07,275.53228759765625,276.3323974609375,273.7632141113281,274.7865905761719,4481
2019-06-10,278.05120849609375,278.05120849609375,276.83709716796875,276.9453125,1671
2019-06-11,277.81939697265625,279.3930969238281,277.79998779296875,277.8257141113281,4285
2019-06-12,276.7846984863281,277.26220703125,276.0295104980469,276.2900085449219,1404
2019-06-13,277.77490234375,278.3800048828125,276.54559326171875,276.8395080566406,2265
2019-06-14,278.5057067871094,278.5470886230469,277.15069580078125,277.6499938964844,2467
2019-06-17,278.8116149902344,279.53369140625,278.29998779296875,279.30999755859375,3377
2019-06-18,282.9797058105469,283.4920959472656,277.90130615234375,278.5400085449219,7992
2019-06-19,282.5306091308594,283.1671142578125,282.3070068359375,283.1000061035156,3282
2019-06-20,283.5799865722656,284.6990051269531,283.37139892578125,283.8710021972656,7085
2019-06-21,283.3160095214844,283.8999938964844,282.3966979980469,283.8999938964844,3108
2019-06-24,281.1336975097656,282.17999267578125,280.8999938964844,281.8443908691406,3854
2019-06-25,279.9993896484375,280.9338073730469,279.7934875488281,280.17181396484375,2340
2019-06-26,279.07000732421875,280.6776123046875,278.9525146484375,279.25408935546875,4062
2019-06-27,279.2959899902344,280.29998779296875,278.6253967285156,280.29998779296875,1386
2019-06-28,280.62921142578125,280.62921142578125,279.95208740234375,279.96209716796875,1856
2019-07-01,284.7213134765625,285.8598937988281,284.5,285.4992980957031,3385
2019-07-02,284.934814453125,285.69158935546875,284.3088073730469,285.1214904785156,4730
2019-07-03,287.92779541015625,287.92779541015625,286.2799987792969,286.2799987792969,2984
2019-07-04,288.618408203125,288.7987060546875,288.0563049316406,288.5447998046875,2741
2019-07-05,287.9706115722656,288.6000061035156,287.05999755859375,288.6000061035156,1321
2019-07-08,287.456787109375,288.177490234375,287.2926940917969,287.5299072265625,1580
2019-07-09,287.0660095214844,287.247802734375,285.8656005859375,286.26629638671875,1348
2019-07-10,287.330810546875,288.7359924316406,286.3252868652344,286.9162902832031,1552
2019-07-11,287.7637023925781,288.25689697265625,287.2117919921875,287.9462890625,1994
2019-07-12,288.2925109863281,288.6698913574219,287.75,287.864501953125,1348
2019-07-15,288.739501953125,289.1029052734375,288.1990051269531,288.6000061035156,1388
2019-07-16,289.65789794921875,290.04998779296875,288.8999938964844,288.9410095214844,1737
2019-07-17,288.16619873046875,289.7452087402344,287.9100036621094,289.62701416015625,2426
2019-07-18,286.6221008300781,287.5787048339844,286.0,286.0,2769
2019-07-19,288.58660888671875,288.9906005859375,288.010009765625,288.4483947753906,1275
2019-07-22,287.3905944824219,288.0,287.08441162109375,287.2170104980469,954
2019-07-23,290.2568054199219,290.6715087890625,288.8323974609375,289.1466064453125,1764
2019-07-24,291.402587890625,291.8367004394531,290.6300964355469,291.26849365234375,1145
2019-07-25,290.7279968261719,294.0552978515625,289.9866027832031,293.00311279296875,5353
2019-07-26,292.6166076660156,292.6166076660156,290.9324951171875,290.9324951171875,929
2019-07-29,291.9209899902344,293.1943054199219,291.8500061035156,292.0618896484375,1230
2019-07-30,290.27850341796875,292.0599060058594,289.543701171875,292.0338134765625,3941
2019-07-31,290.92059326171875,290.92059326171875,290.0237121582031,290.0237121582031,1436
2019-08-01,292.4132995605469,292.63238525390625,290.04998779296875,290.1000061035156,3440
2019-08-02,283.4081115722656,286.86419677734375,283.0,286.2471923828125,9611
2019-08-05,276.2796936035156,281.43280029296875,275.451904296875,281.3316955566406,3194
2019-08-06,274.5076904296875,277.4949035644531,273.5690002441406,274.56109619140625,6862
2019-08-07,275.0086975097656,278.47149658203125,272.1199951171875,276.2130126953125,6006
2019-08-08,280.96429443359375,280.96429443359375,277.4670104980469,278.4861145019531,6520
2019-08-09,279.222900390625,281.8457946777344,279.0,281.6170959472656,3719
2019-08-12,277.5942077636719,282.32830810546875,277.5,281.5985107421875,1412
2019-08-13,280.30560302734375,282.29998779296875,275.6672058105469,277.04058837890625,1384
2019-08-14,276.4230041503906,280.9172058105469,275.79998779296875,280.9172058105469,968
2019-08-15,275.70660400390625,276.54400634765625,272.3341979980469,276.54400634765625,2503
2019-08-16,279.69439697265625,279.80010986328125,277.0436096191406,277.0436096191406,768
2019-08-19,283.0368957519531,283.0368957519531,281.3599853515625,282.54180908203125,922
2019-08-20,282.05999755859375,283.95001220703125,281.77960205078125,283.510009765625,5531
